"Data","Produto","Quantidade","Custo","Valor","Cliente","Endereco","Pagamento","Modalidade","Total","Liquido"
2021-07-06,"Produto 9",3,8,32,"Cliente 1","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Retirada",96,72
2021-07-07,"Produto 4",3,8,14,"Cliente 10","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Debito","Delivery",42,18
2021-07-08,"Produto 3",5,5,1,"Cliente 5","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Delivery",5,-20
2021-07-09,"Produto 8",3,9,36,"Cliente 2","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Retirada",108,81
2021-07-10,"Produto 6",4,25,39,"Cliente 1","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Local",156,56
2021-07-11,"Produto 7",5,23,32,"Cliente 3","Janga, Paulista - PE
, Brazil","Credito","Delivery",160,45
2021-07-12,"Produto 5",1,7,30,"Cliente 6","Janga, Paulista - PE
, Brazil","Credito","Retirada",30,23
2021-07-13,"Produto 10",1,5,11,"Cliente 7","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Delivery",11,6
2021-07-14,"Produto 1",3,15,11,"Cliente 9","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Delivery",33,-12
2021-07-15,"Produto 7",1,25,7,"Cliente 6","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Credito","Retirada",7,-18
2021-07-16,"Produto 8",1,15,36,"Cliente 5","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Retirada",36,21
2021-07-17,"Produto 5",3,14,37,"Cliente 4","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Debito","Local",111,69
2021-07-18,"Produto 6",3,8,7,"Cliente 3","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Delivery",21,-3
2021-07-19,"Produto 6",2,14,32,"Cliente 1","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Dinheiro","Retirada",64,36
2021-07-20,"Produto 3",2,9,1,"Cliente 3","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Delivery",2,-16
2021-07-21,"Produto 9",3,25,36,"Cliente 6","Janga, Paulista - PE
, Brazil","Credito","Delivery",108,33
2021-07-22,"Produto 2",1,25,29,"Cliente 2","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Local",29,4
2021-07-23,"Produto 6",3,15,32,"Cliente 1","Janga, Paulista - PE
, Brazil","Debito","Retirada",96,51
2021-07-24,"Produto 4",1,22,7,"Cliente 6","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Delivery",7,-15
2021-07-25,"Produto 7",2,28,36,"Cliente 4","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Credito","Retirada",72,16
2021-07-26,"Produto 6",3,23,7,"Cliente 2","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Retirada",21,-48
2021-07-27,"Produto 2",3,22,14,"Cliente 2","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Delivery",42,-24
2021-07-28,"Produto 10",5,15,7,"Cliente 8","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Local",35,-40
2021-07-29,"Produto 1",1,25,7,"Cliente 5","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Retirada",7,-18
2021-07-30,"Produto 9",5,5,39,"Cliente 1","Janga, Paulista - PE
, Brazil","Credito","Retirada",195,170
2021-07-31,"Produto 7",1,22,36,"Cliente 5","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Delivery",36,14
2021-08-01,"Produto 4",3,22,36,"Cliente 10","Pau Amarelo, Paulista - PE
, Brazil","Dinheiro","Retirada",108,42
2021-08-02,"Produto 4",2,22,14,"Cliente 2","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Dinheiro","Local",28,-16
2021-08-03,"Produto 5",2,9,37,"Cliente 6","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Delivery",74,56
2021-08-04,"Produto 5",1,7,29,"Cliente 8","Pau Amarelo, Paulista - PE
, Brazil","Debito","Local",29,22
2021-08-05,"Produto 2",2,28,14,"Cliente 7","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Delivery",28,-28
2021-08-06,"Produto 6",4,15,39,"Cliente 10","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Delivery",156,96
2021-08-07,"Produto 2",3,25,14,"Cliente 10","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Retirada",42,-33
2021-08-08,"Produto 2",1,5,7,"Cliente 6","Nossa Senhora do Ó, Paulista - PE
, Brazil","Dinheiro","Local",7,2
2021-08-09,"Produto 1",2,28,14,"Cliente 2","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Retirada",28,-28
2021-08-10,"Produto 6",3,14,1,"Cliente 10","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Delivery",3,-39
2021-08-11,"Produto 10",3,22,30,"Cliente 7","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",90,24
2021-08-12,"Produto 9",3,9,36,"Cliente 7","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Dinheiro","Retirada",108,81
2021-08-13,"Produto 9",5,9,14,"Cliente 6","Janga, Paulista - PE
, Brazil","Dinheiro","Local",70,25
2021-08-14,"Produto 9",1,9,30,"Cliente 4","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Delivery",30,21
2021-08-15,"Produto 7",2,23,32,"Cliente 8","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Delivery",64,18
2021-08-16,"Produto 9",1,9,32,"Cliente 10","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Local",32,23
2021-08-17,"Produto 8",2,8,37,"Cliente 5","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Local",74,58
2021-08-18,"Produto 5",1,8,29,"Cliente 3","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Dinheiro","Retirada",29,21
2021-08-19,"Produto 4",3,28,32,"Cliente 7","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Local",96,12
2021-08-20,"Produto 5",3,8,7,"Cliente 4","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Retirada",21,-3
2021-08-21,"Produto 8",1,28,7,"Cliente 7","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Credito","Delivery",7,-21
2021-08-22,"Produto 5",3,23,7,"Cliente 5","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Local",21,-48
2021-08-23,"Produto 2",5,5,36,"Cliente 8","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Retirada",180,155
2021-08-24,"Produto 2",1,7,14,"Cliente 6","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Dinheiro","Retirada",14,7
2021-08-25,"Produto 5",5,25,29,"Cliente 6","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Delivery",145,20
2021-08-26,"Produto 6",2,7,36,"Cliente 10","Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",72,58
2021-08-27,"Produto 9",1,23,7,"Cliente 10","Pau Amarelo, Paulista - PE
, Brazil","Dinheiro","Delivery",7,-16
2021-08-28,"Produto 1",2,8,37,"Cliente 1","Pau Amarelo, Paulista - PE
, Brazil","Debito","Retirada",74,58
2021-08-29,"Produto 6",1,25,36,"Cliente 9","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Local",36,11
2021-08-30,"Produto 7",2,22,14,"Cliente 9","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",28,-16
2021-08-31,"Produto 7",1,22,1,"Cliente 6","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Debito","Local",1,-21
2021-09-01,"Produto 7",2,5,11,"Cliente 7","Pau Amarelo, Paulista - PE
, Brazil","Dinheiro","Local",22,12
2021-09-02,"Produto 8",4,14,39,"Cliente 9","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Delivery",156,100
2021-09-03,"Produto 6",2,7,7,"Cliente 6","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Retirada",14,0
2021-09-04,"Produto 7",1,28,11,"Cliente 9","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Local",11,-17
2021-09-05,"Produto 5",3,23,11,"Cliente 9","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Credito","Retirada",33,-36
2021-09-06,"Produto 1",5,9,39,"Cliente 8","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Retirada",195,150
2021-09-07,"Produto 5",3,8,37,"Cliente 8","Nossa Senhora do Ó, Paulista - PE
, Brazil","Dinheiro","Local",111,87
2021-09-08,"Produto 10",1,25,30,"Cliente 2","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Delivery",30,5
2021-09-09,"Produto 6",1,15,37,"Cliente 9","Nossa Senhora do Ó, Paulista - PE
, Brazil","Dinheiro","Retirada",37,22
2021-09-10,"Produto 3",1,9,1,"Cliente 10","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Debito","Local",1,-8
2021-09-11,"Produto 10",4,22,1,"Cliente 10","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Retirada",4,-84
2021-09-12,"Produto 10",2,9,30,"Cliente 1","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Local",60,42
2021-09-13,"Produto 4",1,15,30,"Cliente 7","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Delivery",30,15
2021-09-14,"Produto 9",2,23,1,"Cliente 4","Janga, Paulista - PE
, Brazil","Dinheiro","Retirada",2,-44
2021-09-15,"Produto 9",1,7,36,"Cliente 4","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Local",36,29
2021-09-16,"Produto 7",5,5,36,"Cliente 5","Pau Amarelo, Paulista - PE
, Brazil","Debito","Retirada",180,155
2021-09-17,"Produto 10",2,5,7,"Cliente 6","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Local",14,4
2021-09-18,"Produto 10",1,7,14,"Cliente 4","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Local",14,7
2021-09-19,"Produto 2",1,14,11,"Cliente 2","Janga, Paulista - PE
, Brazil","Dinheiro","Local",11,-3
2021-09-20,"Produto 6",3,15,37,"Cliente 1","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Retirada",111,66
2021-09-21,"Produto 7",2,25,11,"Cliente 9","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Dinheiro","Retirada",22,-28
2021-09-22,"Produto 6",2,5,1,"Cliente 4","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Retirada",2,-8
2021-09-23,"Produto 2",2,22,11,"Cliente 10","Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",22,-22
2021-09-24,"Produto 10",2,28,1,"Cliente 5","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Local",2,-54
2021-09-25,"Produto 2",4,22,11,"Cliente 1","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Local",44,-44
2021-09-26,"Produto 10",1,7,29,"Cliente 5","Janga, Paulista - PE
, Brazil","Debito","Retirada",29,22
2021-09-27,"Produto 2",1,9,30,"Cliente 4","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Retirada",30,21
2021-09-28,"Produto 5",4,15,37,"Cliente 4","Janga, Paulista - PE
, Brazil","Credito","Local",148,88
2021-09-29,"Produto 1",5,23,37,"Cliente 9","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Retirada",185,70
2021-09-30,"Produto 9",3,25,32,"Cliente 9","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Retirada",96,21
2021-10-01,"Produto 5",3,14,36,"Cliente 8","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Local",108,66
2021-10-02,"Produto 1",1,14,11,"Cliente 8","Pau Amarelo, Paulista - PE
, Brazil","Debito","Local",11,-3
2021-10-03,"Produto 7",3,8,37,"Cliente 5","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Dinheiro","Retirada",111,87
2021-10-04,"Produto 4",5,23,39,"Cliente 7","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Retirada",195,80
2021-10-05,"Produto 4",1,9,29,"Cliente 6","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Retirada",29,20
2021-10-06,"Produto 9",2,22,1,"Cliente 7","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Retirada",2,-42
2021-10-07,"Produto 5",5,5,29,"Cliente 2","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Local",145,120
2021-10-08,"Produto 10",4,23,39,"Cliente 1","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Local",156,64
2021-10-09,"Produto 8",2,14,36,"Cliente 6","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Local",72,44
2021-10-10,"Produto 7",1,5,36,"Cliente 10","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Local",36,31
2021-10-11,"Produto 5",3,28,36,"Cliente 1","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Delivery",108,24
2021-10-12,"Produto 7",1,25,7,"Cliente 8","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Local",7,-18
2021-10-13,"Produto 4",1,28,37,"Cliente 7","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Delivery",37,9
2021-10-14,"Produto 6",3,14,37,"Cliente 6","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Dinheiro","Local",111,69
2021-10-15,"Produto 10",1,28,39,"Cliente 1","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Retirada",39,11
2021-10-16,"Produto 6",4,7,32,"Cliente 3","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Delivery",128,100
2021-10-17,"Produto 9",5,28,7,"Cliente 3","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Delivery",35,-105
2021-10-18,"Produto 5",2,14,36,"Cliente 1","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Local",72,44
2021-10-19,"Produto 1",3,28,39,"Cliente 4","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Credito","Retirada",117,33
2021-10-20,"Produto 3",1,22,14,"Cliente 10","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Retirada",14,-8
2021-10-21,"Produto 5",2,23,36,"Cliente 8","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Delivery",72,26
2021-10-22,"Produto 5",1,14,29,"Cliente 3","Janga, Paulista - PE
, Brazil","Credito","Retirada",29,15
2021-10-23,"Produto 10",3,8,1,"Cliente 3","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Retirada",3,-21
2021-10-24,"Produto 4",3,8,30,"Cliente 5","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Local",90,66
2021-10-25,"Produto 3",3,22,7,"Cliente 3","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Retirada",21,-45
2021-10-26,"Produto 1",1,9,11,"Cliente 5","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Local",11,2
2021-10-27,"Produto 5",3,28,36,"Cliente 3","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Local",108,24
2021-10-28,"Produto 4",3,25,1,"Cliente 5","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Delivery",3,-72
2021-10-29,"Produto 4",3,28,32,"Cliente 2","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Retirada",96,12
2021-10-30,"Produto 1",5,7,14,"Cliente 7","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Dinheiro","Local",70,35
2021-10-31,"Produto 7",4,22,14,"Cliente 5","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Local",56,-32
2021-11-01,"Produto 2",1,9,32,"Cliente 4","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Delivery",32,23
2021-11-02,"Produto 6",3,5,1,"Cliente 7","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Local",3,-12
2021-11-03,"Produto 10",1,7,39,"Cliente 10","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Delivery",39,32
2021-11-04,"Produto 9",1,22,30,"Cliente 6","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Retirada",30,8
2021-11-05,"Produto 5",5,8,1,"Cliente 7","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Dinheiro","Retirada",5,-35
2021-11-06,"Produto 1",3,23,7,"Cliente 7","Janga, Paulista - PE
, Brazil","Debito","Delivery",21,-48
2021-11-07,"Produto 10",3,15,32,"Cliente 6","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Retirada",96,51
2021-11-08,"Produto 5",3,5,11,"Cliente 8","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Dinheiro","Local",33,18
2021-11-09,"Produto 10",3,28,29,"Cliente 6","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Retirada",87,3
2021-11-10,"Produto 9",1,23,30,"Cliente 8","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Credito","Delivery",30,7
2021-11-11,"Produto 10",3,7,11,"Cliente 6","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Dinheiro","Local",33,12
2021-11-12,"Produto 7",3,14,39,"Cliente 6","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Delivery",117,75
2021-11-13,"Produto 10",5,25,7,"Cliente 2","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Retirada",35,-90
2021-11-14,"Produto 10",3,14,30,"Cliente 3","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",90,48
2021-11-15,"Produto 9",2,8,30,"Cliente 6","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Retirada",60,44
2021-11-16,"Produto 4",1,22,37,"Cliente 9","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Dinheiro","Local",37,15
2021-11-17,"Produto 5",2,23,37,"Cliente 8","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Retirada",74,28
2021-11-18,"Produto 1",2,14,1,"Cliente 8","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Credito","Retirada",2,-26
2021-11-19,"Produto 7",3,25,37,"Cliente 7","Janga, Paulista - PE
, Brazil","Dinheiro","Retirada",111,36
2021-11-20,"Produto 9",1,14,14,"Cliente 9","Janga, Paulista - PE
, Brazil","Debito","Delivery",14,0
2021-11-21,"Produto 1",1,5,7,"Cliente 8","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Delivery",7,2
2021-11-22,"Produto 7",3,25,1,"Cliente 8","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Delivery",3,-72
2021-11-23,"Produto 8",2,25,37,"Cliente 2","Pau Amarelo, Paulista - PE
, Brazil","Debito","Local",74,24
2021-11-24,"Produto 8",1,28,11,"Cliente 9","Nossa Senhora do Ó, Paulista - PE
, Brazil","Dinheiro","Local",11,-17
2021-11-25,"Produto 7",2,9,39,"Cliente 3","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Delivery",78,60
2021-11-26,"Produto 5",3,23,30,"Cliente 4","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Local",90,21
2021-11-27,"Produto 1",2,15,30,"Cliente 8","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Local",60,30
2021-11-28,"Produto 6",3,25,14,"Cliente 5","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Dinheiro","Local",42,-33
2021-11-29,"Produto 2",2,23,30,"Cliente 9","Janga, Paulista - PE
, Brazil","Debito","Delivery",60,14
2021-11-30,"Produto 4",2,14,36,"Cliente 5","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Delivery",72,44
2021-12-01,"Produto 7",2,14,29,"Cliente 3","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Delivery",58,30
2021-12-02,"Produto 7",1,7,7,"Cliente 8","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Debito","Retirada",7,0
2021-12-03,"Produto 2",3,22,37,"Cliente 3","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Local",111,45
2021-12-04,"Produto 9",3,28,36,"Cliente 6","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Local",108,24
2021-12-05,"Produto 1",1,14,32,"Cliente 7","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Retirada",32,18
2021-12-06,"Produto 3",1,22,11,"Cliente 6","Pau Amarelo, Paulista - PE
, Brazil","Dinheiro","Delivery",11,-11
2021-12-07,"Produto 6",5,23,32,"Cliente 4","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Retirada",160,45
2021-12-08,"Produto 7",3,7,39,"Cliente 10","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Local",117,96
2021-12-09,"Produto 9",3,14,11,"Cliente 3","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Retirada",33,-9
2021-12-10,"Produto 7",4,15,14,"Cliente 8","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Local",56,-4
2021-12-11,"Produto 2",2,14,39,"Cliente 3","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Delivery",78,50
2021-12-12,"Produto 5",5,22,32,"Cliente 7","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Local",160,50
2021-12-13,"Produto 6",3,22,39,"Cliente 8","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Local",117,51
2021-12-14,"Produto 9",4,28,30,"Cliente 3","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Retirada",120,8
2021-12-15,"Produto 8",1,28,30,"Cliente 2","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Local",30,2
